hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80958,-46.6354795,-23.578781499999998,2025-09-12 14:42:06+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80164,-46.6289965,-23.564790000000002,2025-09-12 14:41:51+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80167,-46.7733425,-23.631153500000003,2025-09-12 14:42:00+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80162,-46.7390905,-23.595496,2025-09-12 14:41:37+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80176,-46.6671105,-23.55743275,2025-09-12 14:42:06+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80235,-46.6289965,-23.564790000000002,2025-09-12 14:42:11+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80233,-46.64275,-23.5726905,2025-09-12 14:41:42+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80173,-46.6320425,-23.5634135,2025-09-12 14:42:11+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45350,-46.5054075,-23.563519,2025-09-12 14:42:08+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45470,-46.586529,-23.5880245,2025-09-12 14:42:05+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45005,-46.55310425,-23.575366125000002,2025-09-12 14:41:59+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45481,-46.5889385,-23.5910905,2025-09-12 14:41:45+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45442,-46.5767765,-23.5777015,2025-09-12 14:41:43+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45410,-46.5104025,-23.571537499999998,2025-09-12 14:42:06+00:00
11:42:00,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,45665,-46.5293725,-23.583973,2025-09-12 14:41:50+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48030,-46.47994,-23.60563525,2025-09-12 14:42:11+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48973,-46.4506435,-23.608269999999997,2025-09-12 14:41:40+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48877,-46.457117,-23.6143115,2025-09-12 14:41:43+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48863,-46.4334745,-23.611837,2025-09-12 14:42:20+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48782,-46.510121,-23.561942000000002,2025-09-12 14:41:37+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48005,-46.480157999999996,-23.60538575,2025-09-12 14:42:14+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48055,-46.506885999999994,-23.5662175,2025-09-12 14:42:11+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48652,-46.503786500000004,-23.5732925,2025-09-12 14:42:05+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48882,-46.4334745,-23.611837,2025-09-12 14:42:18+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48175,-46.565125,-23.5386545,2025-09-12 14:42:10+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48227,-46.4334745,-23.611837,2025-09-12 14:41:46+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48164,-46.443481500000004,-23.602895,2025-09-12 14:42:19+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48980,-46.563635500000004,-23.5385445,2025-09-12 14:42:11+00:00
11:42:00,2196,407G-10,METRÔ CARRÃO - JD. NOVA VITÓRIA,48069,-46.468447499999996,-23.6178775,2025-09-12 14:42:04+00:00
11:42:00,34114,8016-10,TERM. PIRITUBA - JD. RINCÃO,15243,-46.728072,-23.43451425,2025-09-12 14:42:02+00:00
11:42:00,34114,8016-10,TERM. PIRITUBA - JD. RINCÃO,15197,-46.718856,-23.4518865,2025-09-12 14:41:53+00:00
11:42:00,34114,8016-10,TERM. PIRITUBA - JD. RINCÃO,15169,-46.723133,-23.484783,2025-09-12 14:41:46+00:00
11:42:00,34114,8016-10,TERM. PIRITUBA - JD. RINCÃO,15168,-46.7354575,-23.443908999999998,2025-09-12 14:42:14+00:00
11:42:00,34114,8016-10,TERM. PIRITUBA - JD. RINCÃO,15194,-46.734903,-23.4423865,2025-09-12 14:42:09+00:00
11:42:00,34453,574J-10,TERM. VL. CARRÃO - METRÔ CONCEIÇÃO,52936,-46.522756,-23.558235500000002,2025-09-12 14:41:52+00:00
11:42:00,34453,574J-10,TERM. VL. CARRÃO - METRÔ CONCEIÇÃO,52130,-46.52096325,-23.56409825,2025-09-12 14:41:54+00:00
11:42:00,34453,574J-10,TERM. VL. CARRÃO - METRÔ CONCEIÇÃO,52943,-46.641462,-23.636083499999998,2025-09-12 14:42:10+00:00
